1996,925.31
1997,942.22
1998,909.21
1999,957.52
2000,1082.71
2001,1051.72
2002,1046.23
2003,1057.47
2004,1125.41
2005,1220.65
2006,1285.6
2007,1299.16
2008,1380.92
2009,1233.75
2010,1364.35
2011,1556.31
2012,1786.61
2013,1748.64
2014,1712.66
2015,1534.84
2016,1444.03
2017,1528.8
2018,1599.37
